employee-id,month-year,overtime-type,hours,amount,location,job-family,overtime-category
4093,January 2014,Rest Day Pay,8.0,1345.52,Factory A,Manufacturing,Premium Pay
7916,January 2014,Special Holiday Premium,8.0,172.4,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
906,January 2014,OT Regular,16.0,1350.08,Factory A,Manufacturing,OT
3790,January 2014,OT Special Holiday,4.0,388.92,Factory A,Manufacturing,OT
6297,January 2014,OT Regular,28.0,5763.24,Factory A,Manufacturing,OT
4026,January 2014,Rest Day Pay,15.83,946.63,Factory A,Engineering and Technical Support,Premium Pay
139,January 2014,Rest Day Premium Pay,8.0,170.88,Factory A,Engineering and Technical Support,Premium Pay
2623,January 2014,OT Regular,8.0,1113.6,Factory A,Manufacturing,OT
329,January 2014,Rest Day Premium Pay,8.0,182.88,Factory A,Engineering and Technical Support,Premium Pay
1582,January 2014,Special Holiday Premium,6.0,298.38,Factory A,Manufacturing,Premium Pay
2239,January 2014,Rest Day Premium Pay,16.0,296.96,Factory A,Manufacturing,Premium Pay
743,January 2014,Night Premium,38.0,338.96,Factory A,Manufacturing,Night Differential
159,January 2014,Rest Day Pay,8.0,444.96,Factory A,Engineering and Technical Support,Premium Pay
2017,January 2014,Special Holiday Premium,8.0,315.2,Factory A,Manufacturing,Premium Pay
8076,January 2014,Night Premium,42.0,388.92,Factory A,"Supply Chain, Logistics and Procurement",Night Differential
5648,January 2014,OT Regular,8.0,1944.8,Factory A,Manufacturing,OT
7569,January 2014,Rest Day Pay,16.0,889.92,Factory A,Manufacturing,Premium Pay
4517,January 2014,OT Special Holiday,2.0,323.98,Factory A,Engineering and Technical Support,OT
4024,January 2014,Rest Day Pay,16.0,1212.96,Factory A,Manufacturing,Premium Pay
3174,January 2014,Night Premium,4.0,44.96,Factory A,Manufacturing,Night Differential
4042,January 2014,Night Premium,30.0,336.9,Factory A,Manufacturing,Night Differential
2503,January 2014,Night Premium,42.0,584.22,Factory A,Manufacturing,Night Differential
7046,January 2014,Night Premium,24.0,333.84,Factory A,Engineering and Technical Support,Night Differential
9931,January 2014,Night Premium,36.0,447.48,Factory A,Manufacturing,Night Differential
8638,January 2014,Night Premium,22.0,182.38,Factory A,Manufacturing,Night Differential
5161,January 2014,Legal Holiday Premium Pay,7.93,612.83,Factory A,Engineering and Technical Support,Premium Pay
7330,January 2014,OT Special Holiday,8.0,803.76,Factory A,Manufacturing,OT
4452,January 2014,Rest Day Pay,16.0,2173.12,Factory A,Manufacturing,Premium Pay
2074,January 2014,Rest Day Premium Pay,2.0,64.2,Factory A,Engineering and Technical Support,Premium Pay
5504,January 2014,Special Holiday Premium,8.0,222.32,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
2527,January 2014,Special Holiday Premium,2.0,45.72,Factory A,Engineering and Technical Support,Premium Pay
7502,January 2014,OT Regular,16.0,1320.16,Factory A,Manufacturing,OT
5316,January 2014,Rest Day Premium Pay,16.0,414.4,Factory A,Engineering and Technical Support,Premium Pay
7268,January 2014,OT Regular,48.0,7087.2,Factory A,"Supply Chain, Logistics and Procurement",OT
5113,January 2014,Night Premium,8.0,57.44,Factory A,Manufacturing,Night Differential
9721,January 2014,Rest Day Premium Pay,10.0,169.9,Factory A,Manufacturing,Premium Pay
6671,January 2014,OT Regular,59.2,5831.79,Factory A,"Supply Chain, Logistics and Procurement",OT
6762,January 2014,OT Rest day,4.0,485.52,Factory A,Manufacturing,OT
2831,January 2014,OT Regular,21.55,1303.34,Factory A,Manufacturing,OT
2400,January 2014,OT Special Holiday,4.0,522.6,Factory A,Engineering and Technical Support,OT
6598,January 2014,Special Holiday Premium,8.0,222.32,Factory A,Manufacturing,Premium Pay
6816,January 2014,Night Premium,12.0,142.68,Factory A,Manufacturing,Night Differential
6086,January 2014,Special Holiday Premium,8.0,162.0,Factory A,Manufacturing,Premium Pay
4442,January 2014,OT Special Holiday,2.58,324.69,Factory A,Manufacturing,OT
7173,January 2014,Night Premium,24.0,180.24,Factory A,Manufacturing,Night Differential
1930,January 2014,OT Rest day,4.0,514.76,Factory A,Manufacturing,OT
5773,January 2014,Night Premium,44.0,259.16,Factory A,Manufacturing,Night Differential
7914,January 2014,Night Premium,8.0,63.44,Factory A,Manufacturing,Night Differential
809,January 2014,Legal Holiday Premium Pay,8.0,601.76,Factory A,Engineering and Technical Support,Premium Pay
4773,January 2014,Night Premium,36.0,500.76,Factory A,Manufacturing,Night Differential
5836,January 2014,OT Special Holiday,5.83,707.65,Factory A,"Supply Chain, Logistics and Procurement",OT
8353,January 2014,Legal Holiday Premium Pay,6.87,365.42,Factory A,Manufacturing,Premium Pay
4130,January 2014,Rest Day Premium Pay,8.0,133.52,Factory A,Engineering and Technical Support,Premium Pay
1814,January 2014,OT Regular,48.0,6343.2,Factory A,Engineering and Technical Support,OT
2698,January 2014,Night Premium,16.0,82.88,Factory A,Manufacturing,Night Differential
3908,January 2014,Legal Holiday Premium Pay,8.0,970.56,Factory A,Manufacturing,Premium Pay
2713,January 2014,Rest Day Pay,16.0,2648.16,Factory A,Manufacturing,Premium Pay
2590,January 2014,OT Regular,10.0,1465.3,Factory A,Manufacturing,OT
3858,January 2014,OT Rest day,1.49,385.19,Factory A,Engineering and Technical Support,OT
3712,January 2014,OT Regular,82.1,7370.94,Factory A,"Supply Chain, Logistics and Procurement",OT
2706,January 2014,OT Rest day,8.0,1003.04,Factory A,Legal and Compliance,OT
5051,January 2014,OT Regular,8.11,728.68,Factory A,Sales and Business Development,OT
3427,January 2014,Special Holiday Premium,8.0,135.04,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
8935,January 2014,Rest Day Premium Pay,16.0,267.04,Factory A,Manufacturing,Premium Pay
4914,January 2014,OT Special Holiday,4.0,479.96,Factory A,Manufacturing,OT
9529,January 2014,OT Special Holiday,4.0,1068.08,Factory A,"Supply Chain, Logistics and Procurement",OT
7932,January 2014,Rest Day Pay,16.0,1216.96,Factory A,Engineering and Technical Support,Premium Pay
4763,January 2014,OT Regular,3.0,445.68,Factory A,Manufacturing,OT
7575,January 2014,Rest Day Pay,8.0,444.96,Factory A,Engineering and Technical Support,Premium Pay
3118,January 2014,Night Premium,59.53,1072.73,Factory A,Engineering and Technical Support,Night Differential
7001,January 2014,Rest Day Premium Pay,2.0,60.66,Factory A,Manufacturing,Premium Pay
3387,January 2014,Rest Day Pay,2.0,103.52,Factory A,Manufacturing,Premium Pay
3103,January 2014,Night Premium,42.0,221.34,Factory A,Manufacturing,Night Differential
4770,January 2014,Night Premium,34.0,247.18,Factory A,"Supply Chain, Logistics and Procurement",Night Differential
329,January 2014,Legal Holiday Premium Pay,8.0,609.52,Factory A,Engineering and Technical Support,Premium Pay
997,January 2014,Rest Day Premium Pay,16.0,570.56,Factory A,Engineering and Technical Support,Premium Pay
2071,January 2014,Rest Day on Holiday Pay,8.0,469.28,Factory A,Manufacturing,Premium Pay
1961,January 2014,OT Regular,24.0,3469.44,Factory A,Manufacturing,OT
2831,January 2014,Special Holiday Premium,8.0,116.08,Factory A,Manufacturing,Premium Pay
2357,January 2014,Rest Day Premium Pay,8.0,172.4,Factory A,Manufacturing,Premium Pay
5536,January 2014,OT Special Holiday,4.0,759.84,Factory A,Manufacturing,OT
6291,January 2014,Rest Day Premium Pay,16.0,473.92,Factory A,Engineering and Technical Support,Premium Pay
9799,January 2014,Rest Day Premium Pay,16.0,278.08,Factory A,Engineering and Technical Support,Premium Pay
6582,January 2014,Rest Day Pay,16.0,1292.32,Factory A,Manufacturing,Premium Pay
9529,January 2014,OT Regular,46.87,9256.83,Factory A,"Supply Chain, Logistics and Procurement",OT
7033,January 2014,Rest Day Pay,16.0,1220.0,Factory A,Manufacturing,Premium Pay
7136,January 2014,Legal Holiday Premium Pay,8.0,713.12,Factory A,Engineering and Technical Support,Premium Pay
3504,January 2014,Legal Holiday Pay,8.0,445.04,Factory A,Engineering and Technical Support,Premium Pay
5303,January 2014,OT Regular,19.98,1328.47,Factory A,Manufacturing,OT
1692,January 2014,Rest Day Pay,16.0,1218.08,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
6476,January 2014,Rest Day Pay,8.0,430.0,Factory A,Engineering and Technical Support,Premium Pay
9670,January 2014,OT Regular,12.0,1078.2,Factory A,Manufacturing,OT
5144,January 2014,Rest Day on Holiday Pay,2.0,162.94,Factory A,Manufacturing,Premium Pay
7390,January 2014,OT Special Holiday,4.0,372.36,Factory A,Quality Management,OT
763,January 2014,Night Premium,6.0,31.98,Factory A,Manufacturing,Night Differential
1120,January 2014,Rest Day Pay,16.0,900.0,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
1104,January 2014,Rest Day Premium Pay,16.0,791.68,Factory A,Manufacturing,Premium Pay
502,January 2014,Night Premium,46.0,703.8,Factory A,Manufacturing,Night Differential
4108,January 2014,Legal Holiday Pay,8.0,629.52,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
5516,January 2014,Night Premium,36.0,258.48,Factory A,"Supply Chain, Logistics and Procurement",Night Differential
3239,January 2014,OT Regular,6.0,587.76,Factory A,Engineering and Technical Support,OT
94,January 2014,OT Regular,48.0,3450.72,Factory A,"Supply Chain, Logistics and Procurement",OT
933,January 2014,Special Holiday Premium,7.0,214.83,Factory A,Manufacturing,Premium Pay
9393,January 2014,Rest Day Premium Pay,2.0,35.8,Factory A,Manufacturing,Premium Pay
1006,January 2014,Night Premium,20.0,122.6,Factory A,Manufacturing,Night Differential
957,January 2014,OT Regular,8.0,623.84,Factory A,Manufacturing,OT
3212,January 2014,Rest Day Premium Pay,15.45,296.64,Factory A,Engineering and Technical Support,Premium Pay
454,January 2014,Rest Day Premium Pay,8.0,205.12,Factory A,Manufacturing,Premium Pay
6086,January 2014,Rest Day Pay,16.0,1080.0,Factory A,Manufacturing,Premium Pay
6071,January 2014,Rest Day Premium Pay,16.0,341.76,Factory A,Manufacturing,Premium Pay
1446,January 2014,Rest Day Pay,16.0,1442.24,Factory A,Manufacturing,Premium Pay
2400,January 2014,Rest Day Pay,16.0,1236.96,Factory A,Engineering and Technical Support,Premium Pay
4251,January 2014,Legal Holiday Premium Pay,8.0,454.0,Factory A,Engineering and Technical Support,Premium Pay
5460,January 2014,Night Premium,38.0,516.42,Factory A,Manufacturing,Night Differential
2359,January 2014,Rest Day Premium Pay,16.0,344.8,Factory A,Manufacturing,Premium Pay
1446,January 2014,OT Regular,8.0,901.44,Factory A,Manufacturing,OT
7916,January 2014,OT Regular,44.0,3950.32,Factory A,"Supply Chain, Logistics and Procurement",OT
2173,January 2014,Special Holiday Premium,10.0,181.1,Factory A,Manufacturing,Premium Pay
551,January 2014,Night Premium,44.0,397.32,Factory A,Manufacturing,Night Differential
8392,January 2014,Rest Day Premium Pay,16.0,354.56,Factory A,Manufacturing,Premium Pay
8162,January 2014,OT Regular,32.0,3569.6,Factory A,"Supply Chain, Logistics and Procurement",OT
171,January 2014,Night Premium,30.0,417.3,Factory A,Engineering and Technical Support,Night Differential
6693,January 2014,Special Holiday Premium,8.0,139.04,Factory A,Manufacturing,Premium Pay
9987,January 2014,Rest Day Pay,8.0,478.4,Factory A,Engineering and Technical Support,Premium Pay
3482,January 2014,Special Holiday Premium,7.77,161.31,Factory A,Engineering and Technical Support,Premium Pay
5294,January 2014,Night Premium,42.0,798.6,Factory A,Engineering and Technical Support,Night Differential
4756,January 2014,OT Rest day,8.0,1465.28,Factory A,Manufacturing,OT
1737,January 2014,OT Regular,15.0,907.2,Factory A,Manufacturing,OT
3455,January 2014,OT Regular,8.0,517.6,Factory A,Manufacturing,OT
9799,January 2014,OT Regular,16.0,1158.4,Factory A,Engineering and Technical Support,OT
455,January 2014,Rest Day Pay,16.0,1341.76,Factory A,Engineering and Technical Support,Premium Pay
3329,January 2014,Rest Day Premium Pay,16.0,416.0,Factory A,Manufacturing,Premium Pay
271,January 2014,Rest Day Pay,8.0,830.8,Factory A,Manufacturing,Premium Pay
6235,January 2014,Night Premium,48.0,980.16,Factory A,Manufacturing,Night Differential
1301,January 2014,Rest Day Premium Pay,7.23,155.81,Factory A,Manufacturing,Premium Pay
5226,January 2014,Rest Day Pay,16.0,2465.44,Factory A,Manufacturing,Premium Pay
6539,January 2014,Night Premium,50.0,391.5,Factory A,Engineering and Technical Support,Night Differential
3812,January 2014,Night Premium,60.0,1141.2,Factory A,Engineering and Technical Support,Night Differential
5685,January 2014,OT Regular,12.0,814.32,Factory A,Manufacturing,OT
947,January 2014,OT Rest day,9.0,1171.62,Factory A,"Supply Chain, Logistics and Procurement",OT
9393,January 2014,Night Premium,30.0,179.1,Factory A,Manufacturing,Night Differential
8059,January 2014,Special Holiday Premium,8.0,136.24,Factory A,Engineering and Technical Support,Premium Pay
5927,January 2014,Rest Day Pay,18.04,2405.27,Factory A,Manufacturing,Premium Pay
6894,January 2014,Legal Holiday Premium Pay,8.0,937.76,Factory A,Manufacturing,Premium Pay
4914,January 2014,Rest Day Premium Pay,2.0,42.6,Factory A,Manufacturing,Premium Pay
5344,January 2014,Night Premium,45.0,367.2,Factory A,Quality Management,Night Differential
8354,January 2014,Legal Holiday Premium Pay,8.0,789.76,Factory A,Engineering and Technical Support,Premium Pay
923,January 2014,OT Rest day,7.57,1484.55,Factory A,Research and Development,OT
6953,January 2014,Legal Holiday Premium Pay,8.0,607.84,Factory A,Manufacturing,Premium Pay
2017,January 2014,OT Regular,52.0,8537.36,Factory A,Manufacturing,OT
3785,January 2014,Rest Day Premium Pay,8.0,185.44,Factory A,Manufacturing,Premium Pay
6669,January 2014,OT Regular,4.0,370.96,Factory A,Manufacturing,OT
9228,January 2014,Legal Holiday Premium Pay,6.83,296.29,Factory A,Manufacturing,Premium Pay
8895,January 2014,Rest Day Premium Pay,8.0,198.48,Factory A,General Administration,Premium Pay
2563,January 2014,Night Premium,14.0,72.52,Factory A,Manufacturing,Night Differential
2638,January 2014,OT Special Holiday,4.0,509.92,Factory A,Engineering and Technical Support,OT
9145,January 2014,OT Regular,16.0,1521.28,Factory A,Engineering and Technical Support,OT
1376,January 2014,OT Regular,8.0,860.8,Factory A,Manufacturing,OT
1528,January 2014,OT Regular,46.0,4237.06,Factory A,Manufacturing,OT
8617,January 2014,Rest Day Pay,16.0,889.92,Factory A,Engineering and Technical Support,Premium Pay
454,January 2014,OT Regular,8.0,854.64,Factory A,Manufacturing,OT
405,January 2014,Night Premium,2.0,11.82,Factory A,Manufacturing,Night Differential
7759,January 2014,Special Holiday Premium,8.0,274.32,Factory A,Manufacturing,Premium Pay
2654,January 2014,OT Regular,12.0,1597.56,Factory A,Engineering and Technical Support,OT
6603,January 2014,Special Holiday Premium,8.0,129.04,Factory A,Engineering and Technical Support,Premium Pay
2677,January 2014,Rest Day Premium Pay,15.98,344.37,Factory A,Manufacturing,Premium Pay
1941,January 2014,Night Premium,36.0,217.44,Factory A,Manufacturing,Night Differential
5329,January 2014,Rest Day Pay,8.0,623.6,Factory A,Manufacturing,Premium Pay
3756,January 2014,OT Rest day,1.0,222.57,Factory A,Manufacturing,OT
5107,January 2014,Rest Day Premium Pay,14.0,229.74,Factory A,Information Technology,Premium Pay
73,January 2014,OT Regular,20.0,2940.8,Factory A,Manufacturing,OT
7034,January 2014,OT Regular,5.0,332.45,Factory A,"Supply Chain, Logistics and Procurement",OT
2460,January 2014,Rest Day Premium Pay,8.0,660.08,Factory A,Engineering and Technical Support,Premium Pay
482,January 2014,Rest Day Pay,8.0,580.0,Factory A,Engineering and Technical Support,Premium Pay
8276,January 2014,Rest Day Pay,16.0,2315.68,Factory A,"Supply Chain, Logistics and Procurement",Premium Pay
3091,January 2014,OT Regular,6.0,395.34,Factory A,"Supply Chain, Logistics and Procurement",OT
3601,January 2014,Rest Day Pay,2.0,148.64,Factory A,Engineering and Technical Support,Premium Pay
8504,January 2014,Rest Day Premium Pay,16.0,307.2,Factory A,Engineering and Technical Support,Premium Pay
3340,January 2014,Special Holiday Premium,16.0,246.08,Factory A,Manufacturing,Premium Pay
4757,January 2014,OT Rest day,8.0,1008.08,Factory A,Engineering and Technical Support,OT
9565,January 2014,Rest Day Pay,8.0,930.48,Factory A,Manufacturing,Premium Pay
2475,January 2014,Rest Day Pay,17.05,1732.28,Factory A,Human Resources,Premium Pay
1477,January 2014,OT Special Holiday,3.0,1560.0,Factory A,Engineering and Technical Support,OT
4834,January 2014,OT Regular,16.0,1628.8,Factory A,Engineering and Technical Support,OT
428,January 2014,Night Premium,36.0,732.96,Factory A,Engineering and Technical Support,Night Differential
1845,January 2014,OT Regular,27.37,3834.26,Factory A,"Supply Chain, Logistics and Procurement",OT
1390,January 2014,OT Regular,16.0,1597.28,Factory A,Manufacturing,OT
3217,January 2014,OT Regular,59.0,5471.66,Factory A,"Supply Chain, Logistics and Procurement",OT
3756,January 2014,Rest Day Pay,16.0,2107.2,Factory A,Manufacturing,Premium Pay
3732,January 2014,Night Premium,48.0,444.0,Factory A,Manufacturing,Night Differential
